"535","우리기술","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","032820"
"536","비트컴퓨터","소프트웨어 개발 및 공급업","032850"
"537","GMR 머티리얼즈","해체 선별 및 원료 재생업 ","032860"
"538","원익","기계장비 및 관련 물품 도매업","032940"
"539","동일기연","전자부품 제조업","032960"
"540","바이온","음ㆍ식료품 및 담배 도매업","032980"
"541","제이엠아이","기록매체 복제업","033050"
"542","코너스톤네트웍스","측정 시험 항해 제어 및 기타 정밀기기 제조업 광학기기 제외","033110"
"543","디지틀조선","자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업","033130"
"544","엠케이전자","전자부품 제조업","033160"
"545","시그네틱스","반도체 제조업","033170"
"546","필룩스","전자부품 제조업","033180"
"547","모아텍","전자부품 제조업","033200"
"548","인성정보","컴퓨터 프로그래밍 시스템 통합 및 관리업","033230"
"549","자화전자","전자부품 제조업","033240"
"550","코웰패션","섬유 의복 신발 및 가죽제품 소매업","033290"
"551","디케이디앤아이","기타 금속 가공제품 제조업","033310"
"552","제이씨현시스템","기계장비 및 관련 물품 도매업","033320"
"553","좋은사람들","봉제의복 제조업","033340"
"554","디에스티","특수 목적용 기계 제조업","033430"
"555","동성화인텍","기초 화학물질 제조업","033500"
"556","세종공업","자동차 신품 부품 제조업","033530"
"557","파라텍","특수 목적용 기계 제조업","033540"
"558","블루콤","영상 및 음향기기 제조업","033560"
"559","럭슬","자동차 신품 부품 제조업","033600"
"560","네패스","반도체 제조업","033640"
"561","케이티앤지","담배 제조업","033780"
"562","스카이문스테크놀로지","통신 및 방송 장비 제조업","033790"
"563","티비씨","텔레비전 방송업","033830"
"564","무학","알코올음료 제조업","033920"
"565","두산중공업","일반 목적용 기계 제조업","034020"
"566","SBS","텔레비전 방송업","034120"
"567","LG디스플레이","전자부품 제조업","034220"
"568","파라다이스","유원지 및 기타 오락관련 서비스업","034230"
"569","NICE","회사 본부 및 경영 컨설팅 서비스업","034310"
"570","인천도시가스","연료용 가스 제조 및 배관공급업","034590"
"571","SK","기타 금융업","034730"
"572","조아제약","의약품 제조업","034940"
"573","한국기업평가","기타 사업지원 서비스업","034950"
"574","지투알","회사 본부 및 경영 컨설팅 서비스업","035000"
"575","인터파크홀딩스","무점포 소매업","035080"
"576","백산","플라스틱제품 제조업","035150"
"577","프럼파스트","플라스틱제품 제조업","035200"
"578","강원랜드","유원지 및 기타 오락관련 서비스업","035250"
"579","더블유에프엠","서적 잡지 및 기타 인쇄물 출판업","035290"
"580","NAVER","자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업","035420"
"581","기산텔레콤","통신 및 방송 장비 제조업","035460"
"582","제이테크놀로지","유원지 및 기타 오락관련 서비스업","035480"
"583","KG이니시스","소프트웨어 개발 및 공급업","035600"
"584","솔본","회사 본부 및 경영 컨설팅 서비스업","035610"
"585","바른손이앤에이","소프트웨어 개발 및 공급업","035620"
"586","카카오","자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업","035720"
"587","CJ ENM","텔레비전 방송업","035760"
"588","이지바이오","동물용 사료 및 조제식품 제조업","035810"
"589","서희건설","건물 건설업","035890"
"590","JYP Ent.","오디오물 출판 및 원판 녹음업","035900"
"591","예림당","서적 잡지 및 기타 인쇄물 출판업","036000"
"592","아비코전자","전자부품 제조업","036010"
"593","위지트","특수 목적용 기계 제조업","036090"
"594","SCI평가정보","기타 정보 서비스업","036120"
"595","씨티젠","반도체 제조업","036170"
"596","영인프런티어","기계장비 및 관련 물품 도매업","036180"
"597","금화피에스시","전기 및 통신 공사업","036190"
"598","유니셈","특수 목적용 기계 제조업","036200"
"599","이매진아시아","영화 비디오물 방송프로그램 제작 및 배급업","036260"
"600","제이콘텐트리","영화 비디오물 방송프로그램 제작 및 배급업","036420"
"601","한국가스공사","연료용 가스 제조 및 배관공급업","036460"
"602","SK머티리얼즈","기초 화학물질 제조업","036490"
"603","S&T홀딩스","기타 금융업","036530"
"604","SFA반도체","반도체 제조업","036540"
"605","엔씨소프트","소프트웨어 개발 및 공급업","036570"
"606","팜스코","곡물가공품 전분 및 전분제품 제조업","036580"
"607","버추얼텍","기타 전문 도매업","036620"
"608","세종텔레콤","전기 통신업","036630"
"609","HRS","합성고무 및 플라스틱 물질 제조업","036640"
"610","코맥스","통신 및 방송 장비 제조업","036690"
"611","심텍홀딩스","통신 및 방송 장비 제조업","036710"
"612","나이스정보통신","전기 통신업","036800"
"613","에프에스티","전자부품 제조업","036810"
"614","솔브레인","기타 화학제품 제조업","036830"
"615","진성티이씨","특수 목적용 기계 제조업","036890"
"616","주성엔지니어링","특수 목적용 기계 제조업","036930"
"617","파워넷","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","037030"
"618","YG PLUS","인형 장난감 및 오락용품 제조업","037270"
"619","인지디스플레","전자부품 제조업","037330"
"620","성도이엔지","건축기술 엔지니어링 및 관련 기술 서비스업","037350"
"621","EG","기타 전문 도매업","037370"
"622","우리조명","전구 및 조명장치 제조업","037400"
"623","희림","건축기술 엔지니어링 및 관련 기술 서비스업","037440"
"624","삼지전자","통신 및 방송 장비 제조업","037460"
"625","CJ헬로","텔레비전 방송업","037560"
"626","쎄니트","1차 철강 제조업","037760"
"627","엘컴텍","전자부품 제조업","037950"
"628","제일테크노스","구조용 금속제품 탱크 및 증기발생기 제조업","038010"
"629","루멘스","반도체 제조업","038060"
"630","서린바이오","기타 전문 도매업","038070"
"631","에코플라스틱","자동차 신품 부품 제조업","038110"
"632","팍스넷","기타 정보 서비스업","038160"
"633","마크로젠","그 외 기타 전문 과학 및 기술 서비스업","038290"
"634","UCI","일반 교습 학원","038340"
"635","레드캡투어","여행사 및 기타 여행보조 서비스업","038390"
"636","바이오스마트","전자부품 제조업","038460"
"637","삼표시멘트","기타 비금속 광물제품 제조업","038500"
"638","골드퍼시픽","생활용품 도매업","038530"
"639","상상인","컴퓨터 프로그래밍 시스템 통합 및 관리업","038540"
"640","위즈코프","연료 소매업","038620"
"641","에스넷","컴퓨터 프로그래밍 시스템 통합 및 관리업","038680"
"642","에코바이오","사업시설 유지ㆍ관리 서비스업","038870"
"643","아이에이","전자부품 제조업","038880"
"644","파인디지털","통신 및 방송 장비 제조업","038950"
"645","이건홀딩스","기타 금융업","039020"
"646","이오테크닉스","특수 목적용 기계 제조업","039030"
"647","하나투어","여행사 및 기타 여행보조 서비스업","039130"
"648","오스코텍","의약품 제조업","039200"
"649","에이아이비트","측정 시험 항해 제어 및 기타 정밀기기 제조업 광학기기 제외","039230"
"650","인포뱅크","기타 정보 서비스업","039290"
"651","세중","여행사 및 기타 여행보조 서비스업","039310"
"652","한국경제TV","텔레비전 방송업","039340"
"653","케이엘넷","전기 통신업","039420"
"654","에스티아이","특수 목적용 기계 제조업","039440"
"655","다산네트웍스","통신 및 방송 장비 제조업","039560"
"656","HDC아이콘트롤스","전기 및 통신 공사업","039570"
"657","한류타임즈","서적 잡지 및 기타 인쇄물 출판업","039670"
"658","한국정보공학","기타 전문 도매업","039740"
"659","오로라","전문 디자인업","039830"
"660","디오","의료용 기기 제조업","039840"
"661","나노엔텍","의료용 기기 제조업","039860"
"662","리노스","섬유 의복 신발 및 가죽제품 소매업","039980"
"663","누리텔레콤","소프트웨어 개발 및 공급업","040160"
"664","YTN","영화 비디오물 방송프로그램 제작 및 배급업","040300"
"665","큐로컴","컴퓨터 프로그래밍 시스템 통합 및 관리업","040350"
"666","정상제이엘에스","일반 교습 학원","040420"
"667","SG&G","자동차 신품 부품 제조업","040610"
"668","아이씨디","특수 목적용 기계 제조업","040910"
"669","인프라웨어","소프트웨어 개발 및 공급업","041020"
"670","넥슨지티","소프트웨어 개발 및 공급업","041140"
"671","에버다임","특수 목적용 기계 제조업","041440"
"672","에스엠","오디오물 출판 및 원판 녹음업","041510"
"673","이라이콤","상품 중개업","041520"
"674","젬백스지오","건물설비 설치 공사업","041590"
"675","상신브레이크","자동차 신품 부품 제조업","041650"
"676","인바디","의료용 기기 제조업","041830"
"677","에스텍파마","의약품 제조업","041910"
"678","메디아나","의료용 기기 제조업","041920"
"679","동아화성","고무제품 제조업","041930"
"680","코미팜","의약품 제조업","041960"
"681","카페24","자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업","042000"
"682","케이피엠테크","기타 화학제품 제조업","042040"
"683","에스씨디","가정용 기기 제조업","042110"
"684","비츠로테크","기타 금융업","042370"
"685","네오위즈홀딩스","소프트웨어 개발 및 공급업","042420"
"686","링네트","컴퓨터 프로그래밍 시스템 통합 및 관리업","042500"
"687","라온시큐어","소프트웨어 개발 및 공급업","042510"
"688","새로닉스","전자부품 제조업","042600"
"689","대우조선해양","선박 및 보트 건조업","042660"
"690","두산인프라코어","특수 목적용 기계 제조업","042670"
"691","한미반도체","특수 목적용 기계 제조업","042700"
"692","상지카일룸","건물 건설업","042940"
"693","솔고바이오","의료용 기기 제조업","043100"
"694","바텍","의료용 기기 제조업","043150"
"695","파루","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","043200"
"696","에이치엘비파워","특수 목적용 기계 제조업","043220"
"697","성호전자","전자부품 제조업","043260"
"698","케이맥","특수 목적용 기계 제조업","043290"
"699","평화정공","자동차 신품 부품 제조업","043370"
"700","크로바하이텍","반도체 제조업","043590"
"701","국순당","알코올음료 제조업","043650"
"702","서울리거","기타 전문 도매업","043710"
"703","자연과환경","환경 정화 및 복원업","043910"
"704","조광ILI","일반 목적용 기계 제조업","044060"
"705","KD","건물 건설업","044180"
"706","위닉스","가정용 기기 제조업","044340"
"707","주연테크","컴퓨터 및 주변장치 제조업","044380"
"708","KSS해운","해상 운송업","044450"
"709","바이오제네틱스","고무제품 제조업","044480"
"710","에이치케이","특수 목적용 기계 제조업","044780"
"711","코스맥스비티아이","기타 금융업","044820"
"712","오공","기타 화학제품 제조업","045060"
"713","한양이엔지","건축기술 엔지니어링 및 관련 기술 서비스업","045100"
"714","성우테크론","전자부품 제조업","045300"
"715","대아티아이","기타 전기장비 제조업","045390"
"716","정원엔시스","컴퓨터 프로그래밍 시스템 통합 및 관리업","045510"
"717","크린앤사이언스","일반 목적용 기계 제조업","045520"
"718","GV","전구 및 조명장치 제조업","045890"
"719","코아시아","그 외 기타 전문 과학 및 기술 서비스업","045970"
"720","코다코","자동차 신품 부품 제조업","046070"
"721","한일네트웍스","자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업","046110"
"722","오르비텍","기타 과학기술 서비스업","046120"
"723","SBS콘텐츠허브","영화 비디오물 방송프로그램 제작 및 배급업","046140"
"724","백금T&A","통신 및 방송 장비 제조업","046310"
"725","삼화네트웍스","영화 비디오물 방송프로그램 제작 및 배급업","046390"
"726","KG모빌리언스","소프트웨어 개발 및 공급업","046440"
"727","서울반도체","반도체 제조업","046890"
"728","우원개발","기반조성 및 시설물 축조관련 전문공사업","046940"
"729","우리로","통신 및 방송 장비 제조업","046970"
"730","대우건설","건물 건설업","047040"
"731","포스코인터내셔널","상품 중개업","047050"
"732","한빛소프트","소프트웨어 개발 및 공급업","047080"
"733","파워로직스","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","047310"
"734","유니온머티리얼","내화 비내화 요업제품 제조업","047400"
"735","이스트소프트","소프트웨어 개발 및 공급업","047560"
"736","코데즈컴바인","봉제의복 제조업","047770"
"737","한국항공우주","항공기 우주선 및 부품 제조업","047810"
"738","초록뱀","영화 비디오물 방송프로그램 제작 및 배급업","047820"
"739","씨트리","자연과학 및 공학 연구개발업","047920"
"740","오스템임플란트","의료용 기기 제조업","048260"
"741","현대바이오","기타 화학제품 제조업","048410"
"742","유라테크","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","048430"
"743","인트론바이오","기초 의약물질 및 생물학적 제제 제조업","048530"
"744","SM C&C","광고업","048550"
"745","TPC","일반 목적용 기계 제조업","048770"
"746","엔피케이","합성고무 및 플라스틱 물질 제조업","048830"
"747","시너지이노베이션","의료용 기기 제조업","048870"
"748","대원미디어","기타 전문 도매업","048910"
"749","인탑스","통신 및 방송 장비 제조업","049070"
"750","기가레인","특수 목적용 기계 제조업","049080"
"751","파인디앤씨","전자부품 제조업","049120"
"752","셀루메드","기초 의약물질 및 생물학적 제제 제조업","049180"
"753","코메론","측정 시험 항해 제어 및 기타 정밀기기 제조업 광학기기 제외","049430"
"754","SGA","소프트웨어 개발 및 공급업","049470"
"755","오픈베이스","컴퓨터 프로그래밍 시스템 통합 및 관리업","049480"
"756","유아이엘","전자부품 제조업","049520"
"757","잉크테크","기타 화학제품 제조업","049550"
"758","재영솔루텍","사진장비 및 광학기기 제조업","049630"
"759","고려신용정보","기타 사업지원 서비스업","049720"
"760","동원F&B","기타 식품 제조업","049770"
"761","우진플라임","특수 목적용 기계 제조업","049800"
"762","미래컴퍼니","특수 목적용 기계 제조업","049950"
"763","쎌바이오텍","기초 의약물질 및 생물학적 제제 제조업","049960"
"764","휘닉스소재","전자부품 제조업","050090"
"765","캠시스","전자부품 제조업","050110"
"766","라이브플렉스","생활용품 도매업","050120"
"767","한국코퍼레이션","기타 사업지원 서비스업","050540"
"768","에스폴리텍","플라스틱제품 제조업","050760"
"769","쏠리드","통신 및 방송 장비 제조업","050890"
"770","지어소프트","소프트웨어 개발 및 공급업","051160"
"771","토비스","영상 및 음향기기 제조업","051360"
"772","인터플렉스","전자부품 제조업","051370"
"773","YW","상품 종합 도매업","051390"
"774","나라엠앤디","특수 목적용 기계 제조업","051490"
"775","CJ프레시웨이","음ㆍ식료품 및 담배 도매업","051500"
"776","한전KPS","전기 및 통신 공사업","051600"
"777","큐로홀딩스","영화 비디오물 방송프로그램 제작 및 배급업","051780"
"778","LG생활건강","기타 화학제품 제조업","051900"
"779","LG화학","기초 화학물질 제조업","051910"
"780","센트럴바이오","플라스틱제품 제조업","051980"
"781","에스티큐브","기계장비 및 관련 물품 도매업","052020"
"782","이에스에이","창작 및 예술관련 서비스업","052190"
"783","iMBC","자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업","052220"
"784","SK바이오랜드","기타 화학제품 제조업","052260"
"785","W홀딩컴퍼니","기타 운송관련 서비스업","052300"
"786","코텍","영상 및 음향기기 제조업","052330"
"787","코나아이","소프트웨어 개발 및 공급업","052400"
"788","오성첨단소재","플라스틱제품 제조업","052420"
"789","아이크래프트","컴퓨터 프로그래밍 시스템 통합 및 관리업","052460"
"790","아모텍","전자부품 제조업","052710"
"791","와이디온라인","소프트웨어 개발 및 공급업","052770"
"792","액토즈소프트","소프트웨어 개발 및 공급업","052790"
"793","아이앤씨","반도체 제조업","052860"
"794","KMH하이텍","플라스틱제품 제조업","052900"
"795","바이넥스","의약품 제조업","053030"
"796","세동","자동차 신품 부품 제조업","053060"
"797","소리바다","자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업","053110"
"798","프리엠스","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","053160"
"799","케이티스카이라이프","텔레비전 방송업","053210"
"800","금강철강","1차 철강 제조업","053260"
"801","구영테크","자동차 신품 부품 제조업","053270"
"802","예스24","무점포 소매업","053280"
"803","한국정보인증","소프트웨어 개발 및 공급업","053300"
"804","이니텍","소프트웨어 개발 및 공급업","053350"
"805","세코닉스","사진장비 및 광학기기 제조업","053450"
"806","한국테크놀로지","특수 목적용 기계 제조업","053590"
"807","프로텍","특수 목적용 기계 제조업","053610"
"808","태양","기타 금속 가공제품 제조업","053620"
"809","현진소재","기타 금속 가공제품 제조업","053660"
"810","한미글로벌","건축기술 엔지니어링 및 관련 기술 서비스업","053690"
"811","삼보모터스","자동차 신품 부품 제조업","053700"
"812","안랩","소프트웨어 개발 및 공급업","053800"
"813","경남제약","의약품 제조업","053950"
"814","오상자이엘","컴퓨터 프로그래밍 시스템 통합 및 관리업","053980"
"815","한국컴퓨터","전자부품 제조업","054040"
"816","농우바이오","작물 재배업","054050"
"817","삼진엘앤디","그 외 기타 제품 제조업","054090"
"818","이랜텍","전자부품 제조업","054210"
"819","피앤텔","통신 및 방송 장비 제조업","054340"
"820","텔레칩스","반도체 제조업","054450"
"821","삼영엠텍","구조용 금속제품 탱크 및 증기발생기 제조업","054540"
"822","APS홀딩스","기타 금융업","054620"
"823","키이스트","영화 비디오물 방송프로그램 제작 및 배급업","054780"
"824","아이디스홀딩스","기타 전문 서비스업","054800"
"825","한컴위드","소프트웨어 개발 및 공급업","054920"
"826","엑사이엔씨","실내건축 및 건축마무리 공사업","054940"
"827","제이브이엠","일반 목적용 기계 제조업","054950"
"828","테이팩스","플라스틱제품 제조업","055490"
"829","신스타임즈","소프트웨어 개발 및 공급업","056000"
"830","유진로봇","특수 목적용 기계 제조업","056080"
"831","유앤아이","의료용 기기 제조업","056090"
"832","에스에프에이","특수 목적용 기계 제조업","056190"
"833","코위버","통신 및 방송 장비 제조업","056360"
"834","신화인터텍","플라스틱제품 제조업","056700"
"835","포스링크","기타 전문 도매업","056730"
"836","와이비엠넷","교육지원 서비스업","057030"
"837","현대홈쇼핑","무점포 소매업","057050"
"838","SKC 솔믹스","전자부품 제조업","057500"
"839","옴니시스템","측정 시험 항해 제어 및 기타 정밀기기 제조업 광학기기 제외","057540"
"840","필로시스헬스케어","섬유 의복 신발 및 가죽제품 소매업","057880"
"841","멕아이씨에스","의료용 기기 제조업","058110"
"842","아리온","통신 및 방송 장비 제조업","058220"
"843","KNN","텔레비전 방송업","058400"
"844","제이웨이","영화 비디오물 방송프로그램 제작 및 배급업","058420"
"845","포스코강판","1차 철강 제조업","058430"
"846","일야","통신 및 방송 장비 제조업","058450"
"847","슈펙스비앤피","생활용품 도매업","058530"
"848","에스피지","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","058610"
"849","엠게임","소프트웨어 개발 및 공급업","058630"
"850","세아홀딩스","1차 철강 제조업","058650"
"851","다스코","구조용 금속제품 탱크 및 증기발생기 제조업","058730"
"852","CMG제약","의약품 제조업","058820"
"853","KTcs","기타 정보 서비스업","058850"
"854","미코","반도체 제조업","059090"
"855","메타바이오메드","의료용품 및 기타 의약 관련제품 제조업","059210"
"856","인선이엔티","폐기물 처리업","060150"
"857","이그잭스","전자부품 제조업","060230"
"858","룽투코리아","소프트웨어 개발 및 공급업","060240"
"859","NHN한국사이버결제","기타 정보 서비스업","060250"
"860","레드로버","영화 비디오물 방송프로그램 제작 및 배급업","060300"
"861","3S","특수 목적용 기계 제조업","060310"
"862","동양에스텍","1차 철강 제조업","060380"
"863","에스에이티","측정 시험 항해 제어 및 기타 정밀기기 제조업 광학기기 제외","060540"
"864","홈센타홀딩스","기타 전문 도매업","060560"
"865","드림어스컴퍼니","기타 전문 도매업","060570"
"866","씨티씨바이오","생활용품 도매업","060590"
"867","KH바텍","전자부품 제조업","060720"
"868","케이알피앤이","석유 정제품 제조업","060900"
"869","한라홀딩스","기타 금융업","060980"
"870","알에프텍","통신 및 방송 장비 제조업","061040"
"871","엘비세미콘","반도체 제조업","061970"
"872","티엘아이","반도체 제조업","062860"
"873","게임빌","소프트웨어 개발 및 공급업","063080"
"874","종근당바이오","의약품 제조업","063160"
"875","서울옥션","상품 중개업","063170"
"876","SM Life Design","기록매체 복제업","063440"
"877","한국전자금융","기타 사업지원 서비스업","063570"
"878","이엘피","측정 시험 항해 제어 및 기타 정밀기기 제조업 광학기기 제외","063760"
"879","에프앤리퍼블릭","상품 종합 도매업","064090"
"880","홈캐스트","영상 및 음향기기 제조업","064240"
"881","다날","소프트웨어 개발 및 공급업","064260"
"882","인텍플러스","특수 목적용 기계 제조업","064290"
"883","현대로템","철도장비 제조업","064350"
"884","에코마이스터","특수 목적용 기계 제조업","064510"
"885","바른전자","반도체 제조업","064520"
"886","바이오니아","의료용품 및 기타 의약 관련제품 제조업","064550"
"887","필링크","섬유 의복 신발 및 가죽제품 소매업","064800"
"888","케이프","선박 및 보트 건조업","064820"
"889","S&T모티브","자동차 신품 부품 제조업","064960"
"890","지엔코","봉제의복 제조업","065060"
"891","탑엔지니어링","특수 목적용 기계 제조업","065130"
"892","MP그룹","음ㆍ식료품 및 담배 도매업","065150"
"893","넥스트BT","음ㆍ식료품 및 담배 도매업","065170"
"894","신성델타테크","가정용 기기 제조업","065350"
"895","에스아이리소스","석탄 광업","065420"
"896","이루온","소프트웨어 개발 및 공급업","065440"
"897","오리엔트정공","자동차 신품 부품 제조업","065500"
"898","휴비츠","의료용 기기 제조업","065510"
"899","녹원씨엔아이","인쇄 및 인쇄관련 산업","065560"
"900","삼영이엔씨","통신 및 방송 장비 제조업","065570"
"901","제낙스","1차 철강 제조업","065620"
"902","우주일렉트로","전자부품 제조업","065680"
"903","파커스","반도체 제조업","065690"
"904","서호전기","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","065710"
"905","CS","통신 및 방송 장비 제조업","065770"
"906","바이오빌","기초 화학물질 제조업","065940"
"907","웰크론","직물직조 및 직물제품 제조업","065950"
"908","한프","컴퓨터 및 주변장치 제조업","066110"
"909","큐에스아이","반도체 제조업","066310"
"910","체리부로","도축 육류 가공 및 저장 처리업","066360"
"911","LG전자","통신 및 방송 장비 제조업","066570"
"912","우수AMS","자동차 신품 부품 제조업","066590"
"913","국보디자인","실내건축 및 건축마무리 공사업","066620"
"914","테라젠이텍스","의약품 제조업","066700"
"915","씨씨에스","텔레비전 방송업","066790"
"916","손오공","기타 전문 도매업","066910"
"917","엘앤에프","일차전지 및 축전지 제조업","066970"
"918","브레인콘텐츠","기타 정보 서비스업","066980"
"919","조이시티","소프트웨어 개발 및 공급업","067000"
"920","대화제약","의약품 제조업","067080"
"921","아프리카TV","소프트웨어 개발 및 공급업","067160"
"922","오텍","자동차 재제조 부품 제조업","067170"
"923","멀티캠퍼스","기타 교육기관","067280"
"924","JW신약","의약품 제조업","067290"
"925","하나마이크론","반도체 제조업","067310"
"926","아스트","항공기 우주선 및 부품 제조업","067390"
"927","엔브이에이치코리아","자동차 신품 부품 제조업","067570"
"928","에이치엘비생명과학","건축기술 엔지니어링 및 관련 기술 서비스업","067630"
"929","세진티에스","전자부품 제조업","067770"
"930","세이브존I&C","종합 소매업","067830"
"931","와이엔텍","폐기물 처리업","067900"
"932","이글루시큐리티","기타 정보 서비스업","067920"
"933","도이치모터스","자동차 판매업","067990"
"934","팬엔터테인먼트","영화 비디오물 방송프로그램 제작 및 배급업","068050"
"935","다원시스","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","068240"
"936","셀트리온","기초 의약물질 및 생물학적 제제 제조업","068270"
"937","삼성출판사","서적 잡지 및 기타 인쇄물 출판업","068290"
"938","일신바이오","일반 목적용 기계 제조업","068330"
"939","셀트리온제약","의약품 제조업","068760"
"940","DMS","특수 목적용 기계 제조업","068790"
"941","디지털대성","일반 교습 학원","068930"
"942","아이씨케이","전자부품 제조업","068940"
"943","웹젠","소프트웨어 개발 및 공급업","069080"
"944","코스온","기타 화학제품 제조업","069110"
"945","누리플랜","구조용 금속제품 탱크 및 증기발생기 제조업","069140"
"946","휴켐스","기타 화학제품 제조업","069260"
"947","유아이디","전자부품 제조업","069330"
"948","엔텔스","소프트웨어 개발 및 공급업","069410"
"949","에스텍","영상 및 음향기기 제조업","069510"
"950","라이트론","통신 및 방송 장비 제조업","069540"
"951","대웅제약","의약품 제조업","069620"
"952","한세엠케이","섬유 의복 신발 및 가죽제품 소매업","069640"
"953","아이에스이커머스","무점포 소매업","069920"
"954","현대백화점","종합 소매업","069960"
"955","용평리조트","일반 및 생활 숙박시설 운영업","070960"
"956","하이스틸","1차 철강 제조업","071090"
"957","인피니트헬스케어","소프트웨어 개발 및 공급업","071200"
"958","로체시스템즈","특수 목적용 기계 제조업","071280"
"959","지역난방공사","증기 냉ㆍ온수 및 공기조절 공급업","071320"
"960","위니아딤채","가정용 기기 제조업","071460"
"961","에이테크솔루션","특수 목적용 기계 제조업","071670"
"962","캐스텍코리아","자동차 신품 부품 제조업","071850"
"963","코아스","가구 제조업","071950"
"964","STX중공업","일반 목적용 기계 제조업","071970"
"965","유엔젤","자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업","072130"
"966","우리산업홀딩스","자동차 신품 부품 제조업","072470"
"967","제넨바이오","폐기물 처리업","072520"
"968","농심홀딩스","기타 금융업","072710"
"969","메가스터디","서적 잡지 및 기타 인쇄물 출판업","072870"
"970","빛샘전자","전자부품 제조업","072950"
"971","에이치시티","기타 과학기술 서비스업","072990"
"972","에스모","자동차 신품 부품 제조업","073070"
"973","엘엠에스","전자부품 제조업","073110"
"974","듀오백","가구 제조업","073190"
"975","금호타이어","고무제품 제조업","073240"
"976","이노와이어리스","통신 및 방송 장비 제조업","073490"
"977","에프알텍","통신 및 방송 장비 제조업","073540"
"978","우리손에프앤지","도축 육류 가공 및 저장 처리업","073560"
"979","삼원테크","기타 금속 가공제품 제조업","073640"
"980","아미노로직스","기타 전문 도매업","074430"
"981","원익QnC","유리 및 유리제품 제조업","074600"
"982","나노메딕스","일반 목적용 기계 제조업","074610"
"983","플랜티넷","컴퓨터 프로그래밍 시스템 통합 및 관리업","075130"
"984","새론오토모티브","자동차 신품 부품 제조업","075180"
"985","세진중공업","선박 및 보트 건조업","075580"
"986","동국알앤에스","기타 비금속 광물제품 제조업","075970"
"987","웰크론한텍","건물 건설업","076080"
"988","해성옵틱스","사진장비 및 광학기기 제조업","076610"
"989","한컴지엠디","소프트웨어 개발 및 공급업","077280"
"990","덕산하이메탈","반도체 제조업","077360"
"991","유니퀘스트","기계장비 및 관련 물품 도매업","077500"
"992","STX엔진","일반 목적용 기계 제조업","077970"
"993","텔코웨어","자료처리 호스팅 포털 및 기타 인터넷 정보매개 서비스업","078000"
"994","유비쿼스홀딩스","기타 금융업","078070"
"995","대봉엘에스","의약품 제조업","078140"
"996","HB테크놀러지","특수 목적용 기계 제조업","078150"
"997","메디포스트","기초 의약물질 및 생물학적 제제 제조업","078160"
"998","컴투스","소프트웨어 개발 및 공급업","078340"
"999","한양디지텍","반도체 제조업","078350"
"1000","에이블씨엔씨","기타 화학제품 제조업","078520"
"1001","두올산업","자동차 신품 부품 제조업","078590"
"1002","대주전자재료","전자부품 제조업","078600"
"1003","코렌","사진장비 및 광학기기 제조업","078650"
"1004","아이오케이","영화 비디오물 방송프로그램 제작 및 배급업","078860"
"1005","가온미디어","통신 및 방송 장비 제조업","078890"
"1006","GS","기타 금융업","078930"
"1007","코드네이처","전기 및 통신 공사업","078940"
"1008","CJ CGV","영화 비디오물 방송프로그램 제작 및 배급업","079160"
"1009","EMW","통신 및 방송 장비 제조업","079190"
"1010","제우스","특수 목적용 기계 제조업","079370"
"1011","현대리바트","가구 제조업","079430"
"1012","LIG넥스원","무기 및 총포탄 제조업","079550"
"1013","서산","시멘트 석회 플라스터 및 그 제품 제조업","079650"
"1014","디이엔티","특수 목적용 기계 제조업","079810"
"1015","가비아","소프트웨어 개발 및 공급업","079940"
"1016","인베니아","특수 목적용 기계 제조업","079950"
"1017","동양이엔피","전동기 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","079960"
"1018","투비소프트","소프트웨어 개발 및 공급업","079970"
"1019","휴비스","화학섬유 제조업","079980"
"1020","에스엔유","특수 목적용 기계 제조업","080000"
"1021","이상네트웍스","상품 중개업","080010"
"1022","모두투어","여행사 및 기타 여행보조 서비스업","080160"
"1023","제주반도체","반도체 제조업","080220"
"1024","모다이노칩","섬유 의복 신발 및 가죽제품 소매업","080420"
"1025","에스제이케이","자동차 부품 및 내장품 판매업","080440"
"1026","성창오토텍","자동차 신품 부품 제조업","080470"
"1027","오디텍","반도체 제조업","080520"
"1028","코디","기타 화학제품 제조업","080530"
"1029","오킨스전자","전자부품 제조업","080580"
