"","com_code","bs_19_3","is_19_3","cf_19_3"
"870","061040","2.70558e+11_1.42781e+11_1.27777e+11_1.60284e+11_73577262047_1.10275e+11_1.25045e+11_94197696894","91540513815_75736218283_15804295532_20519126121_2295226152_18223899969_19976607077_881","3769631647_-45424652322_53367545647"
"871","061970","4.90697e+11_1.80634e+11_3.10062e+11_1.38653e+11_26245950105_3.52044e+11_1.89757e+11_83555948655","1.08851e+11_88121318886_20730094969_12501435739_2472920550_10028515189_10021462523_203","65572920642_-76899484211_25820895207"
"872","062860","78192490552_70713300463_7479190089_29153422862_7101709030_49039067690_6291315972_20504423792","NA_NA_NA_NA_NA_-19187890_801971594_NA","128124872_-603109611_2341680236"
"873","063080","4.13852e+11_2.57028e+11_1.56823e+11_64396961556_16362918711_3.49455e+11_1.05806e+11_1.76675e+11","32986775116_13660656572_19326118544_5940181033_505612525_5434568508_5410810449_882","-7545929800_-20577089115_35145146984"
"874","063160","2.09283e+11_1.55387e+11_53895669644_71835329718_3905449547_1.37447e+11_25794792582_1.16967e+11","34948587091_25034274679_9914312412_4318333262_990570588_3327762674_3294279837_651","16991724687_-33971113075_8935945277"
"875","063170","1.74363e+11_74858479565_99504759062_1.01305e+11_5381830879_73058706196_48327594151_29707759060","10173784013_5264568407_4909215606_-3468820052_147415_-3468967467_-3047321227_-176","-12014439357_-8310585685_7525939634"
"876","063440","62171036151_52271981282_9899054869_36126161849_7948496396_26044874302_6360472063_-22415842241","NA_NA_NA_NA_NA_-102240921_-102240921_NA","3396932764_384865327_986427488"
"877","063570","4.64571e+11_1.67216e+11_2.97355e+11_2.39229e+11_1.91965e+11_2.25342e+11_2.20925e+11_1.0944e+11","72636315706_NA_NA_3398083035_135797300_3262285735_3450417057_115","36385273340_-56718898989_19156166204"
"878","063760","74415038854_67077249985_7337788869_56670051455_11741806791_17744987399_6738891789_50341269437","9744532531_6395634455_3348898076_3393534514_760203948_2633330566_2635672459_536","-6509679830_2283185464_-1085257638"
"879","064090","1.25561e+11_56448277362_69112437483_62580279542_2613881039_62980435303_68172924577_-23522698211","8678978188_10225348442_-1546370254_-5399501022_-798850910_-4600650112_-4562913128_-71","-2815318680_-811646891_4884794383"
"880","064240","1.11734e+11_99080362013_12653643396_70625252031_30417740618_41108753378_12016044674_-1540696393","15999106425_11451904401_4547202024_1029091311_137740750_1166832061_1171011670_34","-1444591128_-1630070304_-667982206"
"881","064260","5.62174e+11_2.02375e+11_3.59799e+11_4.59024e+11_92039677185_1.0315e+11_1.8491e+11_46026365287","NA_NA_NA_NA_NA_-3210249965_-3607687058_NA","-3088428265_12267878586_54640892953"
"882","064290","36847575054_20047748845_16799826209_24067773132_3394581865_12779801922_13859806008_-5142534647","6012398281_3144601263_2867797018_-236202256_0_-236202256_-194177633_-22","-434362995_-2028759367_1781922548"
"883","064350","4.04151e+12_9.34997e+11_3.10651e+12_2.6621e+12_3.03341e+11_1.37941e+12_2.14504e+12_47718760000","6.37248e+11_6.77749e+11_-40500799000_-1.13212e+11_-2196223000_-1.17535e+11_-1.19152e+11_-1380","-2.19498e+11_-9776657000_1.66839e+11"
"884","064510","78540348807_16156154808_62384193999_13787257789_360873167_64753091018_49296647692_-38778017161","4521330725_3476301458_1045029267_-3837706671_-4983650_-3832723021_-3847103086_-303","-222329776_-415150095_787804088"
"885","064520","51262208356_5869509176_45392699180_15665211952_5401755206_35596996404_42047032731_-2871329561","7716571641_9238213260_-1521641619_-4643909143_0_-4643909143_-4639178125_-3497","-1365902876_14153291251_-13178692406"
"886","064550","68171440575_33981859483_34189581092_28199983083_5723516738_39971457492_19137755608_-1.06257e+11","11108512502_5149687785_5958824717_-809122114_443999422_-1253121536_-1612892364_-64","-614927245_2834722227_-518527288"
"887","064800","1.84721e+11_1.20957e+11_63764379962_59764784604_1125989073_1.24957e+11_59311327501_-9810001889","22748254587_15331362741_7416891846_-919283312_448208664_-1367491976_-1365439517_NA","-6967411985_3039746787_-4240672850"
"888","064820","2.85469e+12_1.86871e+11_2.66782e+12_34153116458_11227038808_1.21593e+11_31516688658_NA","91600982086_74319414889_17281567197_845714223_-20361850_866076073_862422786_33","-1.5937e+11_-3281959619_1.49303e+11"
"889","064960","1.01085e+12_7.06986e+11_3.03861e+11_6.13504e+11_2.00129e+11_3.97343e+11_2.32732e+11_5.84835e+11","2.39821e+11_1.95022e+11_44798582370_34574064333_9441561997_25132502336_25135811494_1897","24535791066_-10727993580_-16815064890"
"890","065060","2.77856e+11_1.60817e+11_1.17038e+11_1.13562e+11_3100123001_1.64293e+11_1.08494e+11_-52253914432","29273600734_17657438137_11616162597_-6202531600_81492188_-6121039412_-5788030630_-60","-36214265499_-11992804815_9410450583"
"891","065130","6.67471e+11_3.78192e+11_2.89279e+11_4.12391e+11_52024862693_2.5508e+11_2.79259e+11_1.67864e+11","3.6533e+11_3.23967e+11_41362460215_23310914852_47507030_23263407822_26131146197_683","51665125126_-42279460497_-750106788"
"892","065150","80452540741_31317312975_49135227766_38841587614_8132337767_41610953127_38576711711_-35055519310","26830126311_14721314720_12108811591_-927200317_-260553327_-666646990_-1994954729_-3","-10317605197_-5174642793_13441940038"
"893","065170","88178544648_63193034746_24985509902_49490255052_9346827687_38688289596_10133950408_-36746311488","12510419772_7356629220_5153790552_3508179606_841640_3507337966_2159708523_33","5880333476_-23889684329_-4397601821"
"894","065350","3.63751e+11_1.36703e+11_2.27048e+11_1.61436e+11_17970192920_2.02315e+11_1.72658e+11_1.08034e+11","NA_NA_NA_NA_NA_2613222633_3636013795_NA","1798661621_-14593309706_17615024164"
"895","065420","33232857064_20618100846_12614756218_21794538810_7958030175_11438318254_12484435747_-2510631882","9309036398_6256809272_3052227126_1326008470_44316244_1281692226_1187139929_23","1864250927_1411793844_2551645628"
"896","065440","57100489774_34686496175_22413993599_40307797473_10298349271_16792692301_15246194125_1585352956","16815692721_11611878716_5203814005_2309602215_5714038_2303888177_2303066644_86","951975008_1999827768_-550078705"
"897","065500","1.16641e+11_55150838473_61489885400_49499334285_3932584279_67141389588_49818035429_-6822694973","23220145942_20609503849_2610642093_-235849959_NA_-235849959_80118580_-2","1450786697_-20407469375_11881182946"
"898","065510","1.54597e+11_91923271942_62673698145_56775113861_3911881197_97821856226_39380508065_71773444548","21961587165_13267408051_8694179114_2064045547_156979866_1907065681_1953488036_NA","2652322102_-8507095832_5377440088"
"899","065560","1.29142e+11_88384995609_40756861247_59354787101_5925363311_69787069755_36330759771_16609653282","17781082708_12431017341_5350065367_2145783534_537066668_1608716866_1959664635_126","8681666225_-9937849107_-4524182821"
"900","065570","93241869933_81672662253_11569207680_61396882139_2020458814_31844987794_11369207680_69744383486","10625439801_7503795628_3121644173_-2617672400_-685070453_-1932601947_-1932601947_-220","1334903034_-7252731618_-88010371"
"901","065620","29580576533_5946122788_23634453745_6877532851_4193325779_22703043682_9601204654_-94937009467","989776691_1193690234_-203913543_-2251542790_0_-2251542790_-2271872594_-100","-3881485655_3071401868_4671438272"
"902","065680","2.45471e+11_1.85245e+11_60225681977_1.43046e+11_36861890491_1.02425e+11_59625128370_1.69671e+11","50989550865_41646748480_9342802385_1735110358_131927451_1603182907_NA_193","33888934884_-26537257359_-3954949541"
"903","065690","1.22445e+11_86521483158_35923550497_66780410656_7694753466_55664622999_23801943845_72448044574","28462424723_27369491639_1092933084_-160353672_-907514892_-1067868564_-1663308540_-77","-1586543054_7721169229_-14475610322"
"904","065710","97259390344_71799260785_25460129559_46286783104_7745491334_50972607240_24662495347_62951478009","21255463567_14050634858_7204828709_5552159195_885243813_4666915382_4669066825_907","2819170801_-2325308786_-2596705372"
"905","065770","27912654143_22235964533_5676689610_21945740527_2133016278_5966913616_4645126182_-15586822066","9365128072_7961666144_1403461928_147868815_NA_147868815_165479026_8","1186075201_1063492101_-312879839"
"906","065940","1.52714e+11_33558716158_1.19155e+11_40168195952_9053128403_1.12546e+11_1.03026e+11_-1.22281e+11","6802672613_2549523964_4253148649_254527692_NA_254527692_254527692_6","-1158193569_6148059437_-12515758302"
"907","065950","3.3525e+11_1.31455e+11_2.03795e+11_2.10776e+11_41106697259_1.24474e+11_1.8437e+11_-2989656203","96574927930_86699589294_9875338636_-11255400941_405591379_-11732558340_-11497181005_-101","16081451208_-10172217312_-6332921020"
"908","066110","70937202876_30383402980_40553799896_32276141698_15675817641_38661061178_37121904670_-67933258962","994519862_1616397748_-621877886_-6049964843_3454875_-6054049126_-5976234866_-121","-6825388049_1278623402_15623049290"
"909","066310","55837363893_52397953151_3439410742_23943981154_7353530947_31893382739_2442193920_31383851590","NA_NA_NA_NA_NA_651417863_682073575_NA","2087765178_591754365_-132934997"
"910","066360","2.68133e+11_85557562150_1.82576e+11_69628622354_6755169317_1.98505e+11_1.34048e+11_34825911890","80348555083_78790604243_1557950840_-8658343004_-440671583_-8217671421_-8217671421_-287","3011986067_-13713635074_9190826506"
"911","066570","4.72046e+13_1.74509e+13_2.97536e+13_2.18407e+13_4.79888e+12_2.53639e+13_1.83006e+13_1.2653e+13","NA_NA_NA_NA_NA_3.457e+11_4.22262e+11_NA","2.54623e+12_-1.42844e+12_-6.93262e+11"
"912","066590","1.7558e+11_60360487915_1.15219e+11_76345239283_12247132612_99234294129_1.08075e+11_35071556775","62567812257_56647020593_5920791664_-3058243716_-448874325_-2609369391_-2432989982_-99","1580911065_-19443976939_14579006933"
"913","066620","2.0711e+11_1.18154e+11_88955327372_1.71554e+11_18571316194_35555671791_84427688374_1.10249e+11","81973700251_71096789517_10876910734_7568219506_1635310122_5932909384_6798897067_832","16825254251_-12109654907_-2438361498"
"914","066700","1.77411e+11_93790823603_83619690062_1.10374e+11_9035654790_67036365355_52173622215_-25466572468","33863415785_24835728715_9027687070_347480760_2.2e+08_127480760_-298379632_2","-3500389177_-3684772875_1373033955"
"915","066790","37005219724_24238457040_12766762684_12148870399_4640183939_24856349325_12040739534_-23507216679","5119465611_4128766552_990699059_-121676015_0_-121676015_-121676015_-1","3996132134_-1236885796_15323215"
"916","066910","51077130025_25862119693_25215010332_31387052300_6047474318_19690077725_14789803239_-47729130897","15129096270_11599270537_3529825733_-595019346_1481042_-596500388_-596500388_-22","449795913_-1400224928_5425246416"
"917","066970","3.63067e+11_1.34785e+11_2.28282e+11_1.79051e+11_12524023464_1.84016e+11_1.50095e+11_38121730184","71388815530_67375287077_4013528453_-2254623343_-254434615_-2000188728_-1989002203_-100","5344809714_-60347146800_56087748882"
"918","066980","2.56538e+11_1.53081e+11_1.03456e+11_1.45764e+11_90171056385_1.10774e+11_37486524614_-11958345588","26730853328_24414318794_NA_7554444870_1981237976_5535746880_5470641833_19","7341435016_-30072327236_-5723038986"
"919","067000","58588403883_23758338449_34830065434_35694330979_14750129216_22894072904_29288315881_1979998849","NA_NA_26464063984_4677350965_1025029061_3652321904_3669534222_335","1681207783_-4788081128_-1078169875"
"920","067080","1.75793e+11_83022602652_92770023427_49729631422_9121318871_1.26063e+11_49912953667_46155337993","27954134594_15895664112_12058470482_2181270179_236188324_1945081855_1777704106_111","10401306616_-12580959938_4861127405"
"921","067160","2.15114e+11_1.16415e+11_98698651711_1.32654e+11_52233435518_82460396986_84463446769_68925960205","44814885279_NA_NA_11797178204_2724655219_9072522985_9051817123_831","38027566850_-22268520786_655466360"
"922","067170","6.00127e+11_2.01403e+11_3.98724e+11_4.62288e+11_86491672900_1.37838e+11_3.06188e+11_1.15394e+11","2.50128e+11_1.98497e+11_51630292150_6383160685_1329076235_5054084450_5053445243_270","-1.06847e+11_-7555807844_62331261871"
"923","067280","2.07445e+11_1.08575e+11_98870578902_1.02171e+11_10070597899_1.05274e+11_60565642077_1.29669e+11","NA_NA_NA_NA_NA_NA_4209710348_NA","16413984527_-12571013000_-8537491600"
"924","067290","1.07698e+11_31990549163_75707429673_42902947812_764799523_64795031024_43493410798_-20426221152","27032892721_14629375508_12403517213_2185553151_287614087_1897939064_1897939064_46","1443933544_975026856_-2897211755"
"925","067310","6.97458e+11_2.44719e+11_4.52739e+11_1.85843e+11_15981474975_5.11615e+11_2.51085e+11_9329739696","1.1743e+11_97407019740_20023113457_7321110068_2360291989_4960818079_2465981205_119","24543877872_-80118352113_64093145343"
"926","067390","5.71527e+11_2.20315e+11_3.51212e+11_3.68205e+11_29405195489_2.03322e+11_1.36196e+11_6058483140","NA_NA_NA_NA_NA_536810260_554693259_NA","13418500873_-1.54668e+11_1.55677e+11"
"927","067570","7.81934e+11_1.78831e+11_6.03103e+11_3.06314e+11_79809310619_4.7562e+11_3.86386e+11_79017851271","1.92991e+11_1.71941e+11_21050606383_300995136_1967330956_-1666335820_-640652684_-92","355315658_-42450601639_34308727579"
"928","067630","3.5461e+11_2.88862e+11_65747673459_1.11958e+11_13771667856_2.42652e+11_39064926717_-20023892062","29391701421_30869257637_-1477556216_-12151675438_80452941_-12232128379_-12289304889_-259","-21644817452_35080588888_-16526321279"
"929","067770","43148472370_40608313863_2540158507_26975540882_3977754987_16172931488_2517865343_21925963835","5941116553_4835494770_1105621783_399451716_2692215_396759501_700859192_48","841798588_648381773_-10483743"
"930","067830","5.67823e+11_4.43382e+11_1.24441e+11_88285480180_38435914032_4.79537e+11_74982466629_3.12045e+11","36606329460_15746551374_20859778086_4474130873_1086804437_3387326436_3380417712_90","13204508587_-20570679497_-9103531600"
"931","067900","2.33004e+11_1.29222e+11_1.03782e+11_23079209726_12724621467_2.09925e+11_49915212933_96558083593","25669367600_17010623698_8658743902_6837187863_1237437909_5599749954_5599749954_308","17839223240_-27081527103_7386759818"
"932","067920","50753844537_45627817853_5126026684_39107968894_3918361139_11645875643_4530847624_15774117155","NA_NA_NA_-2699720405_0_-2699720405_-2679717239_-272","-123774774_-1178031839_-2213573792"
"933","067990","7.53868e+11_2.6626e+11_4.87609e+11_3.11414e+11_62626141175_3.54751e+11_3.56043e+11_1.44627e+11","3.23226e+11_2.80819e+11_42407007895_21092866903_5417290033_15675576870_15072751497_529","12727938861_-77513256862_58760319097"
"934","068050","71007024103_46918002447_24089021656_13859396667_1510170035_57147627436_14520071045_1527697187","12663095766_11955451014_707644752_426310062_2107179_428417240_428417240_31","-6201325648_2448063658_3347688307"
"935","068240","4.78986e+11_2.27157e+11_2.5183e+11_2.41442e+11_27846561930_2.37544e+11_1.59623e+11_61029054130","35740661489_26494617589_9246043900_1215962380_470593188_745369192_728266727_55","36089248157_-63143850763_35259379047"
"936","068270","3.79081e+12_2.80892e+12_9.8189e+11_1.77884e+12_5.5039e+11_2.01197e+12_6.28243e+11_1.9019e+12","NA_NA_NA_NA_NA_61595204568_61206450609_NA","3.41507e+11_-1.2524e+11_-78010846284"
"937","068290","2.5216e+11_1.19164e+11_1.32995e+11_86641274017_11998008333_1.65519e+11_74464451113_57704032279","49332445654_23164277954_26168167700_470935163_27495309_443439854_425298721_38","26077496862_-2660983789_-22241310795"
"938","068330","45752031097_39373184092_6378847005_29215857545_7266248089_16536173552_5451773050_30941033356","8013354263_2668574736_5344779527_3447327839_434221657_3013106182_3013486807_56","4132822000_-2310448345_-214330700"
"939","068760","4.55475e+11_2.75154e+11_1.80321e+11_1.88739e+11_2243874412_2.66736e+11_1.36872e+11_6895431827","47435556126_31631689437_15803866689_2706108204_656465313_2049642891_2052781036_60","15210594204_-24433094630_2341824602"
"940","068790","2.87671e+11_1.6617e+11_1.21501e+11_1.19948e+11_12836103109_1.67723e+11_1.19217e+11_1.06693e+11","48308693335_31252921248_17055772087_10140375939_2541126474_7599249465_8231415306_343","22790777906_13849351688_-38797397333"
"941","068930","1.34471e+11_93475457668_40995674146_57581506908_17943913984_76889624906_31298137600_38463926592","41630256886_18643312177_22986944709_12275823654_3114701044_9161122610_9150473682_342","16592405214_8657190458_9796300000"
"942","068940","29554788524_14129186339_15425602185_20705793619_3688155742_8848994905_13048118301_4694500436","5226772731_3689739950_1537032781_217489149_6873352_210615797_263689112_7","731459919_-339627405_-451071474"
"943","069080","4.06861e+11_3.47116e+11_59744673523_2.68202e+11_56622226577_1.38659e+11_45658467352_2.28414e+11","47356124707_NA_NA_21177076572_5809881341_15367195231_15187245780_499","12713918059_-20428953033_-1065778894"
"944","069110","2.29927e+11_NA_1.19824e+11_1.03976e+11_17788723640_1.25951e+11_83469891830_5032832117","26395378713_22439283827_3956094886_-1159249207_90587216_-1249836423_-1207739621_-59","24493639825_-22534035794_-13946762291"
"945","069140","1.25967e+11_34099837088_91867560710_56827475654_4192295700_69139922144_65398046483_9679917446","29997294115_25267554197_4729739918_3045025824_-136310117_3181335941_3241745107_400","-2452962911_-23981195804_27136275630"
"946","069260","8.71066e+11_6.69931e+11_2.01135e+11_4.72632e+11_22124188559_3.98434e+11_1.24879e+11_4.77546e+11","1.77828e+11_1.33901e+11_43926923202_36535914037_9169348024_27366566013_28200012944_710","80760825262_-39456915978_-56566462200"
"947","069330","68538375279_22001413981_46536961298_10084817095_5389891299_58453558184_44545484693_6915897857","7312941753_7999883441_-686941688_-2957383414_NA_-2957383414_-2957383414_-274","-5122773621_-3312853716_9137846876"
"948","069410","51203207198_41516294476_9686912722_24548777285_3523943224_26654429913_9408466264_24615454358","11678739193_8737415906_2941323287_2286076892_-500413767_1785663125_NA_265","-12841739934_4260526417_-631260785"
"949","069510","2.14976e+11_1.55562e+11_59413624606_1.70331e+11_38025410609_44644983310_53730399643_1.55901e+11","NA_NA_NA_NA_NA_6516913292_9380293654_NA","16410905252_-6026589598_-4414707019"
"950","069540","1.15364e+11_77089290149_38275160838_74230103755_22813518345_41134347232_37482154782_24129609983","25768613366_14374759331_11393854035_3683992562_29698020_3654294542_3662334643_280","12999446843_9481193792_-4766471232"
"951","069620","1.24578e+12_6.28296e+11_6.17481e+11_5.44805e+11_62850856723_7.00973e+11_2.76493e+11_4.4279e+11","2.69436e+11_1.49735e+11_1.19702e+11_6283254078_872953313_5410300765_5677517307_NA","82592219965_-79382778219_-6504805985"
"952","069640","2.38058e+11_1.37797e+11_1.00261e+11_1.77866e+11_2998567903_60191588833_94174854217_1.15906e+11","66621630316_25861027214_40760603102_-2390071828_51891316_-2441963144_-2464618283_-216","16100931382_-9069503132_-9413034274"
"953","069920","89160475470_61631037130_27529438340_17934200447_2972362894_71226275023_23592831530_5234270029","8054911272_3990579028_4064332244_-2258379773_-30072595_-2228307178_-2183404609_-87","13441943_1240126042_-325424731"
"954","069960","7.592e+12_NA_2.6703e+12_1.35757e+12_1.49676e+11_6.23443e+12_1.52163e+12_NA","NA_NA_NA_NA_NA_52157959000_48231420000_NA","2.79424e+11_-4.88769e+11_1.17999e+11"
"955","070960","8.65354e+11_3.99237e+11_4.66116e+11_1.64227e+11_53781637312_7.01127e+11_2.57688e+11_1.40265e+11","40454121980_32484693544_7969428436_-1495802190_-238257007_-1257545183_-1332979343_-26","38915138032_-35694893705_-9098952560"
"956","071090","2.34746e+11_1.29797e+11_1.04949e+11_84444469305_24757552805_1.50301e+11_57327410986_71216525016","37990572900_36460994603_1529578297_-789704634_-153573423_-636131211_-778419357_-318","-5242888637_4137398388_7955879042"
"957","071200","1.04762e+11_85243635172_19517888831_66982032665_11166766967_37779491338_16964745882_42513102844","18631911117_8511434409_10120476708_3150724303_128528578_3022195725_3063503955_123","9713571190_-12155007329_-290179885"
"958","071280","98584216415_65340238120_33243978295_39777756591_6304620974_58806459824_14078103135_38484081942","23471837159_19596246594_3875590565_893792655_125498609_768294046_895631539_52","-4274704377_-12745807150_-189600000"
"959","071320","5.57928e+12_1.52834e+12_4.05094e+12_3.95457e+11_95978782092_5.18382e+12_8.22969e+11_1.36057e+12","3.63136e+11_3.72144e+11_-9008808506_-43019469855_537387616_-43556857471_-43979578440_-3762","2.54044e+11_-3.13749e+11_1.47562e+11"
"960","071460","4.72091e+11_75189422284_3.96902e+11_2.842e+11_17004437701_1.87892e+11_3.31069e+11_-31346426126","2.22701e+11_1.80197e+11_42504131129_2747706211_1096653036_1651053175_-2065231200_-48","-56220466531_-42650610255_1.04867e+11"
"961","071670","1.85356e+11_70581640763_1.14774e+11_1.07257e+11_271128632_78098788388_1.09844e+11_55411943152","55670222410_49378352143_6291870267_712288959_64445587_647843372_864283782_63","3841626972_-2760113395_-2224982636"
"962","071850","2.98694e+11_1.29687e+11_1.69007e+11_1.22586e+11_3565698050_1.76108e+11_1.40172e+11_NA","43317915056_39793001989_3524913067_-1083200430_-157492500_-925707929_717637994_-57","5784665600_-15728249557_7842510385"
"963","071950","71242796155_24903963565_46338832590_31192783148_1532340105_40050013007_42352194898_1644058578","22805901941_16099815932_6706086009_294098470_-11973362_282125108_NA_11","-2197918044_-1624098909_2991776313"
"964","071970","5.06587e+11_1.46234e+11_3.60353e+11_2.09346e+11_56890752449_2.50402e+11_2.40484e+11_-4.2665e+11","64575661011_58785331521_5790329490_-3320467100_4430_-3320471530_-3315575557_-118","-8894564403_-9277927288_-2429938670"
"965","072130","46569949986_37319733296_9250216690_27883364334_6755994946_18686585652_8564465278_20214370413","7358781376_3891127421_3467653955_-122006817_-51164697_-70842120_52348959_0","-7556950182_-4870655206_777128892"
"966","072470","3.8722e+11_2.24696e+11_1.62524e+11_1.91876e+11_9325058875_1.95344e+11_1.38556e+11_33154872693","1.012e+11_87677233560_13522363050_3772534127_1036857538_2735676589_3045079020_78","12133498170_-10200248520_-6862279386"
"967","072520","82234089063_27892040126_54342048937_28759541568_4129063850_53474547495_43037908320_-89693995247","4659349000_3596980358_1062368642_14220211823_2702070_14201509753_14201509753_211","-8413774704_-18826235491_13912883484"
"968","072710","1.24092e+12_9.19301e+11_3.21623e+11_2.46836e+11_12497949073_9.94088e+11_2.7538e+11_6.31563e+11","1.22852e+11_1.02336e+11_20516087821_7565576636_417545540_7148031096_9314322286_1538","-12093276805_-10548131835_24317420590"
"969","072870","3.7814e+11_3.0244e+11_75699399807_1.61399e+11_55403683647_2.1674e+11_53086390755_2.62863e+11","35994950539_16702651422_19292299117_9638677074_1297369681_8341307393_8325440897_591","10183077498_-10175441754_-12569273991"
"970","072950","66322277616_57049412403_9272865213_41107198493_6615711431_25215079123_5821468134_41926321454","10517437153_8947794504_1569642649_277357442_64504486_212852956_238979572_38","6131087602_-4193056395_-314620741"
"971","072990","76925394182_49073303800_27852090382_30028165507_14236745717_46897228675_21341989515_27896944837","11549871896_6362849330_5187022566_2025046440_366022293_1659024147_1799685509_242","8745284609_-5195542191_143191766"
"972","073070","1.58591e+11_69710462847_88881023838_69579716452_8672953459_89011770233_83770163355_32064366487","10702532186_9805748553_896783633_-7842103019_-1117289665_-6724813354_-6178106883_-76","-7483180574_-36680093570_25865748359"
"973","073110","2.34444e+11_1.41905e+11_92539618294_1.45153e+11_45975486544_89291742203_79471028702_1.26791e+11","47890154441_27521101828_20369052613_7495749727_1402111887_6093637840_6237788341_892","11434975496_-3277561721_-11342514935"
"974","073190","33348660122_28884176140_4464483982_12499951048_1183921187_20848709074_4070881797_17858799854","6952252624_5002402138_1949850486_-331244470_-14133037_-317111433_-444963367_-24","-527531914_-618886130_-155586080"
"975","073240","4.2087e+12_1.37202e+12_2.83667e+12_1.19633e+12_1.33517e+11_2.99914e+12_1.08956e+12_-3.09092e+11","5.90029e+11_4.60516e+11_1.29513e+11_-15643088438_-835902539_-16478990977_-11908699848_NA","-4521384214_-74336888892_-63653119221"
"976","073490","1.16573e+11_78366733406_38205807627_66801606961_40273448332_49770934072_24618491531_61939819156","20154252918_11428984992_8725267926_3023042488_136763299_2886279189_3247949386_481","19302995982_-5921376487_-102977486"
"977","073540","63667878746_32368448418_31299430328_19618456819_4351302428_44049421927_19537891020_25270284765","9485774198_7049080852_2436693346_499564078_NA_499564078_503407953_44","-752099094_-997520701_1713209211"
"978","073560","3.89648e+11_2.032e+11_1.86448e+11_1.48761e+11_20241157482_2.40887e+11_1.46941e+11_1.45008e+11","55154761678_38824572131_16330189547_10742557497_2001318389_8741239108_8912561933_126","20031932067_-17612916438_8540894544"
"979","073640","47199709094_26431510791_20768198303_8491927577_790490878_38707781517_19785222915_-5910604295","4490774429_3582026668_908747761_-6383786_0_-6383786_-6383786_0","-1113622042_1300492827_-1163863287"
"980","074430","60599246118_54648981250_5950264868_35533100006_7392231876_25066146112_5148974747_-72369521176","4094598919_2449038277_1645560642_1208430_NA_1208430_1099955_0","2807020572_-6983175292_-120590195"
"981","074600","6.32181e+11_2.70136e+11_3.62045e+11_2.79461e+11_6668864491_3.5272e+11_97685854408_1.79031e+11","62995664505_48377665550_14617998955_2386986897_1532813272_854173625_-2312277465_87","21007852260_-3.2305e+11_2.92853e+11"
"982","074610","1.09539e+11_46370417714_63168885669_38766457985_8728755204_70772845398_26855870951_-34757457625","8936826097_7991391862_945434235_-1945450461_0_-1945450461_-2437424743_-58","-28350121640_-9873380010_30409264284"
"983","075130","81185931140_72777145889_8408785251_29541467489_14306387879_51644463651_7187658353_45175315465","NA_NA_NA_NA_NA_526319733_644664665_NA","2330000418_28325454_-2797888288"
"984","075180","2.66711e+11_2.22115e+11_44596428749_1.39544e+11_81552961855_1.27167e+11_24141342380_2.04802e+11","37407316089_35273191310_2134124779_300367697_58617044_241750653_331733140_13","15788913029_-6902788441_-3315360867"
"985","075580","4.11322e+11_1.60275e+11_2.51047e+11_1.54879e+11_12093309512_2.56443e+11_2.06963e+11_1.26799e+11","70873487560_64583718456_6289769104_1312120664_369836947_942283717_124899268_21","-10346802473_-12693329515_30727954481"
"986","075970","1.27039e+11_79594506872_47444506170_61870133264_8094093645_65168879778_33154472995_39584754518","24314801193_19711480229_4603320964_1488232561_413008335_1075224226_1112592591_58","4973293197_-2711767267_-149630801"
"987","076080","2.10087e+11_88222994331_1.21864e+11_1.52613e+11_30563887380_57474364316_1.14147e+11_24718834150","69206812728_70459536453_-1252723725_NA_NA_-11001565516_-10747265795_-182","20003139619_-10459305500_-6482478813"
"988","076610","2.10597e+11_77531440428_1.33066e+11_75011671310_17633297550_1.35586e+11_1.16153e+11_11957338441","82855452442_80865887093_1989565349_-168578891_44257300_-212836191_-901849155_-8","8719263231_-6824474510_5092680877"
"989","077280","72896077532_51549606295_21346471237_14567826673_4056732785_58328250859_4122362599_NA","3198459605_1080101190_2118358415_646925795_NA_646925795_3384726776_66","1937829134_-2831378350_-985693607"
"990","077360","2.05206e+11_1.98723e+11_6482713017_53666774220_33853773919_1.51539e+11_4735298648_1.95358e+11","13628212205_9532408812_4095803393_5745773979_276711973_5467197088_5571025634_274","5343506406_-11941536033_-63150717"
"991","077500","3.6418e+11_2.14479e+11_1.49701e+11_2.06438e+11_18850510316_1.57741e+11_1.33083e+11_1.81275e+11","87255096917_78593696648_8661400269_6531697799_287895625_6243802174_9852266781_264","-39139480358_-3557745013_28899304046"
"992","077970","9.24213e+11_2.40856e+11_6.83357e+11_5.5151e+11_1.60116e+11_3.72703e+11_3.88065e+11_4.5551e+11","1.23915e+11_1.09995e+11_1.392e+10_-7.72e+08_-1.58e+09_8.08e+08_7.71e+08_35","8.0185e+10_1.758e+10_1.1879e+10"
"993","078000","1.174e+11_1.08322e+11_9078192119_82974003122_33444563831_34425849549_5328408268_98751562865","9651991657_5113834064_4538157593_2365433197_217464542_2147968655_2118557295_382","-4706709000_11695905913_-3706559880"
"994","078070","2.85138e+11_2.50729e+11_34408641495_1.83988e+11_87514495002_1.0115e+11_28689588710_3.05406e+11","28529627759_19214008159_9315619600_3682771260_785739162_2897032098_2917541057_91","-578861026_30807646247_-4382732917"
"995","078140","93238276339_80572209794_12666066545_64781049213_5475414006_28457227126_9065859882_67375428991","16641357229_11951764821_4689592408_2072408550_506668265_1565740285_1565740285_131","1888000278_-4684902254_-995202283"
