"","com_code","bs_19_3","is_19_3","cf_19_3"
"410","017550","1.94952e+11_1.03063e+11_91888538323_96502312917_7611729840_98449466824_40617760110_74755366072","38444355421_31218153288_7226202133_261960052_9385059_271345111_660101312_5","5968221343_2120598574_-10039937528"
"411","017650","2.52402e+11_1.58786e+11_93616601530_37851340129_6613166639_2.14551e+11_48264647665_1.17219e+11","36629435414_29616025437_7013409977_2518421189_598519702_1919901487_1855840188_43","14487020399_-6223958536_-11614128432"
"412","017670","4.39838e+13_2.26566e+13_2.13271e+13_8.08613e+12_1.28971e+12_3.58977e+13_7.36717e+12_2.23277e+13","NA_NA_NA_NA_NA_2.74425e+11_2.99926e+11_NA","2.83822e+12_-2.04154e+12_-1.01859e+12"
"413","017680","39565552134_11904075979_27661476155_23264245892_84675054_16301306242_24762084176_-18198070923","NA_NA_NA_NA_NA_-12124407884_-12124407884_NA","1145447282_419260374_-5926610277"
"414","017800","2.39837e+12_9.35635e+11_1.46274e+12_8.15538e+11_2.57759e+11_1.58283e+12_8.72866e+11_2.36489e+11","4.74803e+11_3.80707e+11_94096526150_25281359970_8553053345_16728306625_18117813605_675","NA_NA_NA"
"415","017810","1.50666e+12_4.70742e+11_1.03592e+12_4.98145e+11_1.46912e+11_1.00851e+12_6.73403e+11_2.36035e+11","6.26806e+11_4.70684e+11_1.56122e+11_9335751627_3798135752_5537615875_9897487329_230","81505171495_-50334003191_11610050411"
"416","017890","4.32698e+11_3.28775e+11_1.03923e+11_1.2592e+11_37859221476_3.06778e+11_48599207326_2.89969e+11","NA_NA_NA_NA_NA_7293096880_9498744793_NA","16849869992_-14109652926_-1191930876"
"417","017900","2.66999e+11_2.271e+11_39899054597_1.3464e+11_9246072135_1.3236e+11_23456133544_56671453968","43887511491_38249549274_5637962217_3646384404_817039785_2829344619_2852808485_55","8702571592_-5347134296_-5046775966"
"418","017940","3.75774e+12_1.18877e+12_2.56897e+12_1.57755e+12_1.97294e+11_2.18019e+12_1.26717e+12_1.11574e+12","1.12023e+12_9.99215e+11_1.21012e+11_-65308658818_-14111033489_-51197625329_-49472400034_-7449","-4340819073_8461702000_93547959667"
"419","017960","3.76734e+11_3.01312e+11_75422025329_2.07582e+11_18237926503_1.6831e+11_61583372473_2.16126e+11","67627070226_58474566289_9152503937_3525337319_1404599267_2996651899_-809774617_73","-28284538915_24914184374_-6862136703"
"420","018000","2.30667e+11_66015128441_1.64652e+11_52728912913_1420028685_1.77939e+11_70402878104_-31624924427","3579365253_3819363663_-239998410_-5542716555_0_-5542716555_-5542716555_-59","-11889888750_4253770298_7528447183"
"421","018120","92024503950_74127099084_17897404866_55057505013_6564060968_36966998937_13653638344_91068533036","18421855092_14123666620_4298188472_3853833987_849092107_3004741880_3004050440_415","17542588448_16880905000_-33138146254"
"422","018250","4.34964e+11_3.31252e+11_1.03711e+11_2.85147e+11_23727230155_1.49817e+11_83721547254_1.61487e+11","1.71135e+11_90993223796_80142191832_13612422879_3281859467_10330563412_10339220776_392","20369672631_-1.17617e+11_-11616674186"
"423","018260","8.98722e+12_6.55581e+12_2.43141e+12_6.36197e+12_1.11688e+12_2.62526e+12_1.7754e+12_5.15106e+12","NA_NA_NA_NA_NA_1.56906e+11_1.85639e+11_NA","6.7871e+11_-4.75931e+11_-2.59512e+11"
"424","018290","1.52718e+11_65104444140_87614033065_1.06075e+11_33916161367_46643523630_63883942053_12091927969","33060372175_21778377742_11281994433_3738356033_980860319_2757495714_2757495714_98","-7960380721_3485493749_20937710789"
"425","018500","5.13467e+11_57943933485_4.55523e+11_1.56346e+11_5132925917_3.57121e+11_3.40941e+11_14360356846","91283315276_69747066741_21536248535_3686274770_391600898_3294673872_5705308635_70","58419790845_-23699695252_-34228588191"
"426","018620","67677126682_36685035951_30992090731_22408106304_7083029009_45269020378_12239161668_-1206703193","6965033831_6027289343_937744488_-727097514_0_-727097514_-761282569_-28","-3097727089_-1846054889_9492497267"
"427","018670","4.02303e+12_1.6073e+12_2.41574e+12_1.48549e+12_64381919771_2.53754e+12_1.43578e+12_1.32631e+12","1.06372e+12_9.49637e+11_1.14083e+11_NA_4700065521_21038602562_11608378067_2832","2.34534e+11_-81087435693_-1.77107e+11"
"428","018700","39703132816_32766323409_6936809407_16538750204_11447116163_23164382612_5450914156_-60060381423","1925438957_NA_NA_1643698612_NA_1643698612_1888426047_NA","-1636647596_210991575_976920605"
"429","018880","6.96396e+12_2.29801e+12_4.66595e+12_2.92541e+12_5.1235e+11_4.03855e+12_2.03195e+12_2.26392e+12","NA_NA_NA_NA_NA_75718193374_86209164515_NA","3.25526e+11_-1.8167e+12_9.807e+11"
"430","019010","5.66025e+11_2.84481e+11_2.81543e+11_90160993907_5577179423_4.75864e+11_1.98271e+11_1.83799e+11","14448495083_5353816823_9094678260_158627577_298298097_-139670520_-157987936_0","1342535075_-3721859014_2146135549"
"431","019170","3.90279e+11_2.15712e+11_1.74567e+11_2.29532e+11_21599634951_1.60747e+11_1.40542e+11_1.52044e+11","48037502948_27892076214_20145426734_2313907186_1438801079_875106107_-1109622126_17","15813078578_-29922367948_-2439748196"
"432","019180","2.36755e+11_56035020137_1.8072e+11_1.31368e+11_14476958008_1.05387e+11_1.35817e+11_21657766170","94305910099_80246723564_14059186535_2576215483_1446673247_1129542236_2784824986_80","13030496500_-16112551457_6457402848"
"433","019210","8.89123e+11_3.42218e+11_5.46906e+11_4.48657e+11_21725051172_4.40466e+11_3.57181e+11_2.46647e+11","1.11351e+11_81989720379_29361585090_-95948991_688314381_-784263372_350836409_-22","-4673623149_-33631332586_46161032832"
"434","019440","5.63518e+11_3.26263e+11_2.37254e+11_3.62653e+11_13100562563_2.00865e+11_2.14958e+11_2.37186e+11","1.72325e+11_1.61305e+11_11019831949_3593350625_878022385_2715328240_3345146517_332","29261033061_-46587532278_17510653120"
"435","019490","65577186487_30756027904_34821158583_42285439268_2044121810_23291747219_24148063230_NA","9850467719_8029764756_1820702963_-947567268_0_-947567268_-945562774_-177","-5628982237_-441867450_6828933163"
"436","019540","3.55776e+11_1.10139e+11_2.45637e+11_1.15311e+11_22868100225_2.40466e+11_2.34257e+11_1.01872e+11","47885115407_49328258938_-1443143531_-7812940525_-2139203784_-5673736741_-5633228087_-429","23323956289_-43371931448_17263450328"
"437","019680","9.26052e+11_6.10308e+11_3.15744e+11_3.0692e+11_1.01907e+11_6.19131e+11_1.74721e+11_5.7331e+11","NA_NA_NA_NA_NA_5976124036_3104893462_NA","52026695492_36710457212_-46094677397"
"438","019770","1.60371e+11_69555881421_90815492966_76685592449_5991018850_83685781938_81396381598_55174009011","38962269512_37741027176_1221242336_-153481876_144468386_-297950262_-108105821_-26","369983363_-933691630_-3945666666"
"439","019990","42460287451_40383538081_2076749370_18978020660_2377625489_23482266791_1884650626_28842449291","4681949990_3892330236_789619754_-450345947_-103494097_-346851850_-788488645_-36","-699138772_621385181_-643514895"
"440","020000","1.28227e+12_NA_2.40102e+11_6.9775e+11_5584791861_5.84515e+11_2.01547e+11_9.2491e+11","2.7937e+11_1.06145e+11_1.73225e+11_27240631588_6200056522_21040575066_20444688623_958","21028320950_-12808754346_-49029461672"
"441","020120","40793552271_22272365046_18521187225_23951202845_13084573673_16842349426_7369500022_6810190833","7653562716_5074244192_2579318524_-11045607_12748243_-23793850_-24193833_-2","-250827223_-7427709340_19883874770"
"442","020150","7.51309e+11_5.75532e+11_1.75777e+11_3.46974e+11_6.01e+10_4.04335e+11_1.16667e+11_1.47772e+11","1.50219e+11_1.26328e+11_2.3891e+10_1.8336e+10_4.838e+09_1.3498e+10_1.3482e+10_293","2.6788e+10_-6.248e+09_NA"
"443","020560","1.09777e+13_1.20957e+12_9.76808e+12_1.38863e+12_1.48821e+11_9.58902e+12_4.03479e+12_-5.7345e+11","1.83507e+12_1.70741e+12_1.2766e+11_-2.86468e+11_-53948556883_-2.3252e+11_-2.34629e+11_-954","5.7715e+11_-5.55595e+11_-2.91331e+11"
"444","020710","1.35888e+11_1.05509e+11_30378852501_47013030930_14817895394_88875225572_25767376258_61839478020","28121356050_26230207105_1891148945_1640298133_439243795_1201054338_8697485525_61","6920293146_-5515952591_-388590780"
"445","020760","1.27763e+11_57412489079_70350993588_29071274565_10384718988_98692208102_61653604279_51308298446","19444508663_22763092256_-3318583593_-7161128881_-105668_-7161023213_-7159508327_-253","-9455444520_-8792124035_-2718636257"
"446","021050","2.30027e+11_1.09272e+11_1.20756e+11_99699723462_6067891438_1.30328e+11_1.10603e+11_28552311549","57657627905_54655185279_3002442626_1024216867_-3824044_1028040911_1120083826_26","-1280244946_-2157188596_5658824978"
"447","021240","2.74864e+12_1.12573e+12_1.62291e+12_7.47743e+11_68166133604_2.0009e+12_1.50227e+12_9.99093e+11","7.59584e+11_2.50613e+11_5.0897e+11_1.52256e+11_41587390327_1.10669e+11_1.17483e+11_1534","4.16746e+11_-3.22749e+11_-96733223296"
"448","021650","1.36825e+11_58901241831_77923389066_75847475766_16419691501_60977155131_61819516473_31492818561","38239268180_34196405523_4042862657_2892434595_518118587_2374316008_2374316008_146","-15538618_2414574850_-1496213104"
"449","022100","6.30316e+11_3.63138e+11_2.67178e+11_4.02176e+11_1.04897e+11_2.2814e+11_2.03052e+11_65551985784","2.37745e+11_2.0256e+11_35185582766_10784902417_2883783903_7901118514_9429332544_50","79831026436_-17617549960_-8599327493"
"450","022220","90735915798_81831753742_8904162056_48616672829_421751858_42119242969_8335845770_14822594391","17055820143_12619882795_4435937348_3222165927_582539236_2639626691_NA_51","8508725251_-8590286910_141515673"
"451","023150","4.56325e+11_83785481781_3.7254e+11_29206782005_7103599367_4.27119e+11_2.68191e+11_62990862045","19518441819_13591458345_5926983474_-3186900547_449998895_-3636899442_-3360990697_-120","10918830800_-3958935914_-6759773896"
"452","023160","4.81475e+11_4.39018e+11_42457073643_2.94876e+11_31112478654_1.86599e+11_27686864999_3.99937e+11","47941355460_40978400573_6962954887_4621073163_1096310108_3524763055_2276354603_136","-20834997526_-3191034484_-438751245"
"453","023410","4.23062e+12_8.06102e+11_3.42452e+12_3.92976e+11_91856128314_1.26797e+12_6.26602e+11_2.96731e+11","3.44745e+11_2.82669e+11_62076571570_23555294221_5857833649_17697460572_18516848719_241","18821227064_-944933580_-1.08303e+11"
"454","023460","4.32927e+11_1.08284e+11_3.24643e+11_1.11677e+11_16118016696_1.46099e+11_34642708533_26129059972","48518817912_43882689351_NA_3957630120_1031748767_2925881353_-4371988194_75","-36776758958_-757784144_29853309054"
"455","023530","3.41363e+13_1.24838e+13_2.16525e+13_5.40609e+12_1.51801e+12_2.87302e+13_7.84897e+12_1.09364e+13","4.40471e+12_2.58397e+12_1.82074e+12_-32049602231_-1412785486_-23252959576_-4067911387_NA","1.04166e+12_2.10151e+11_-1.57525e+12"
"456","023590","2.37498e+13_2.58843e+12_2.11613e+13_2.01822e+13_4.20982e+11_3.56756e+12_1.9752e+13_1.00692e+12","8.47855e+11_6.65396e+11_1.82459e+11_1.01806e+11_30876476694_70931853563_45846920217_NA","-8.88644e+11_-1.40507e+11_9.60324e+11"
"457","023600","5.29275e+11_3.89676e+11_1.39599e+11_1.34883e+11_34577038593_3.94392e+11_72602497159_3.45672e+11","90575502628_67878390609_22697112019_13276398124_1990000887_11286397237_10856376153_700","35936278056_316784550_-24626832730"
"458","023800","5.20922e+11_1.98642e+11_3.2228e+11_1.80688e+11_20359893805_3.40234e+11_2.49273e+11_1.76898e+11","1.22817e+11_1.06973e+11_15843503842_510461861_481334224_29127637_-472168699_1","NA_NA_NA"
"459","023810","2.91082e+11_1.15133e+11_1.75949e+11_1.25559e+11_5156028520_1.65524e+11_1.44599e+11_94673781756","NA_NA_NA_NA_NA_883674124_1305353230_NA","2700778561_3039981479_1.97834e+11"
"460","023890","5.20405e+11_3.5688e+11_1.63525e+11_3.40363e+11_99637129985_1.80041e+11_1.49912e+11_5.8545e+11","1.5343e+11_1.2576e+11_27669894179_16951247721_4451060114_12500187607_13808353266_3286","59758772491_-78476243889_-19324838883"
"461","023900","1.7682e+11_1.46188e+11_30631130412_60603939066_5126844740_1.16216e+11_20754748836_1.22949e+11","32233649517_25171564118_7062085399_3848260129_686232851_3162027278_3067293722_NA","13120251228_-8785922446_-6927802724"
"462","024070","1.33769e+11_1.18797e+11_14972177009_75096591316_5081628149_58672291364_12421792443_89709050489","27588395493_25835023302_1753372191_-256788427_-22970390_-233818037_-292330572_-15","4652754063_-4835850949_332809225"
"463","024090","2.15055e+11_1.7765e+11_37404826082_1.10527e+11_17988329091_1.04527e+11_26058173158_1.61651e+11","38140207206_29981285726_8158921480_5818746806_1212472053_4606274753_4667058003_489","18168395408_-16657184110_4154575719"
"464","024120","1.46119e+11_1.01815e+11_44303637680_69446918053_7013697316_76672159347_34469814118_90487876118","NA_NA_NA_NA_NA_3082435209_3267203411_NA","8980539071_792257436_-12837065474"
"465","024720","1.06835e+12_5.92953e+11_4.75395e+11_2.89626e+11_93444817264_7.78722e+11_3.48403e+11_2.03146e+11","1.46838e+11_1.1388e+11_32958185620_19162246800_4705640493_14456606307_15226282007_420","50998973684_-1.044e+11_76674975402"
"466","024740","2.35581e+11_1.14021e+11_1.2156e+11_83099923383_8426434741_1.52481e+11_1.02155e+11_58892512098","NA_NA_NA_NA_NA_2159924843_3223010724_NA","17216776951_-8657194617_-8133353553"
"467","024800","3.92061e+11_2.01393e+11_1.90668e+11_1.34623e+11_42445836996_2.57245e+11_1.70785e+11_1.29184e+11","87127626060_81538409883_5589216177_5067288074_417652615_4649635459_NA_164","11490413305_2440358236_2889380469"
"468","024840","2.02615e+11_87811968327_1.14803e+11_1.47568e+11_7215923743_55047032079_94637865694_13084320338","1.26654e+11_1.22174e+11_4480259980_1178164455_110672312_1067492143_1456082904_27","-17227552284_11564302362_8509989358"
"469","024850","34063566731_20128442869_13935123862_22666140459_4095444529_11397426272_10088720682_-36517866765","9744429528_9087414175_657015353_-25830952_30038557_-55869509_-415024266_NA","1669679725_354928828_87718174"
"470","024880","4.18643e+11_1.63122e+11_2.55521e+11_2.77673e+11_26484886019_1.40971e+11_2.02836e+11_1.09317e+11","NA_NA_NA_NA_NA_2109492404_3021008269_NA","25194415940_-7048048730_-1509219271"
"471","024890","1.36361e+11_81135775251_55225051764_65777729112_17506426025_70583097903_43657817193_36256880489","33868488427_26942900062_6925588365_2454265977_300130959_2154135018_2900168246_52","4069741793_-3771068103_2973496802"
"472","024900","4.75902e+11_68484125405_4.07418e+11_2.66977e+11_48407348207_2.08925e+11_3.62899e+11_-402852107","3.33955e+11_3.3227e+11_1684514037_-3935765138_-1292614953_-5228380091_-5002458958_-92","3637928353_-22513442135_-1772909696"
"473","024910","6.33395e+11_1.52064e+11_4.81331e+11_1.97478e+11_20301605149_4.35917e+11_3.1923e+11_26659783192","1.27568e+11_1.19567e+11_8001306979_-6547586998_-652884704_-5894702294_-3242967008_NA","25472933206_-21114569456_3774909608"
"474","024950","1.54185e+11_83325008719_70860352680_34224487761_1916511037_1.19961e+11_65339845937_29516700814","21605976099_15630700819_5975275280_-504342728_85269_-504427997_-509528470_-36","1813513836_2394576279_-5575470019"
"475","025000","5.73608e+11_4.65661e+11_1.07947e+11_3.07922e+11_21824858207_2.65686e+11_95219513905_NA","1.90048e+11_1.63815e+11_26233290097_15835604956_3592877559_12242727397_12616589463_NA","80183459269_-49856635578_-18848064623"
"476","025320","1.61542e+11_83192300265_78349628304_73604974473_23774651570_87936954096_59384561279_-27114994259","54508775403_41584546791_12924228612_5644463005_1041411249_4603051756_5845539525_66","15147609691_-5582794138_-12102784150"
"477","025440","1.17197e+11_38393399773_78803545538_61323349446_2702981101_55873595865_62743570065_-13067214438","95198749586_91075809566_4122940020_868961347_99400770_766982676_478443201_8","-3740793346_-1971515515_7042727516"
"478","025530","3.01423e+11_2.54435e+11_46988954056_1.86971e+11_44565959525_1.14452e+11_34862008135_1.26249e+11","NA_NA_NA_NA_NA_5369258335_4723298467_NA","17602759884_-2410230846_-5558123693"
"479","025540","8.83344e+11_7.05037e+11_1.78307e+11_4.10415e+11_25244434298_4.72929e+11_1.33094e+11_6.67516e+11","1.88031e+11_1.67787e+11_20244058095_7903606599_1437409449_6466197150_2003626354_620","34878077101_-43051682162_1347185761"
"480","025550","2.2966e+11_90849909815_1.38811e+11_91399471618_3295854715_1.38261e+11_95462974624_56696958649","37649246150_32086506288_5562739862_642879506_-63866382_706745888_14790218_23","276911482_-1603633719_3003213856"
"481","025560","65319344793_41409341913_23910002880_37182578364_1547773708_28136766429_17841977340_-56216912980","17874500964_16120146831_1754354133_-1648682427_NA_-1648682427_-1644070358_-3","-5840707202_16650554760_-9813818213"
"482","025620","1.65724e+11_82782489088_82941500776_85475458103_2938378521_80248531761_79136179076_-10172027808","14993614689_7829644779_7163969910_-5064163074_388359313_-5452522387_-5199224709_-234","4040713719_9718162288_-19238389338"
"483","025750","3.09388e+11_1.59417e+11_1.4997e+11_86401632823_8260792830_2.22986e+11_86431031995_46047666581","60640057224_54900375422_5739681802_-2974733429_-222748604_-2751984825_-2599377377_-34","-7890280323_200802178_14510148020"
"484","025770","3.20493e+11_2.00512e+11_1.19981e+11_2.28707e+11_17192996000_91786629000_1.01062e+11_1.8159e+11","1.21264e+11_1.08622e+11_12642533000_11451454000_2909731000_8541723000_8541723000_224","28783764000_-18432814000_-7614797000"
"485","025870","51539613605_15121591070_36418022535_21733761446_4223109132_29805852159_25130791105_1816212740","29055674499_27392656671_1663017828_417493545_112449814_305043731_306262295_76","2284804859_-893338769_1719890416"
"486","025880","1.08243e+11_59313024885_48930122973_54622369745_12851355876_53620778113_33131915090_42229465686","15268833185_13156890709_2111942476_130524909_53204910_77319999_59739374_5","931866496_1838586592_915661557"
"487","025900","1.47968e+12_6.82396e+11_7.97285e+11_3.87406e+11_41982162072_1.09227e+12_4.14236e+11_7.17277e+11","1.85376e+11_1.45526e+11_39849730214_10889308793_4302220055_6587088738_12704960642_120","16370074468_-1.8437e+11_-4.72781e+11"
"488","025980","8.62864e+11_4.09829e+11_4.53035e+11_1.34657e+11_58112650515_7.28207e+11_67140042374_61130431384","37854326217_21436550501_16417775716_5455515_17414442_-11958927_-217403316_2","-4392217429_-68469722638_95299708731"
"489","026040","1.03894e+11_68459113228_35434855105_58088798347_5683961691_45805169986_34640958870_37524572699","23827018332_9893775049_13933243283_-6186277413_-1870496114_-4315781299_-4313450932_-273","2617379765_-1627962888_-1875441546"
"490","026150","1.57421e+11_86709617247_70711264871_97049157548_12254815759_60371724570_43641751299_30327710418","43328443023_41386785061_1941657962_-460538565_NA_-460538565_15290374_31","2999274952_-11027614866_8621450183"
"491","026890","2.05452e+11_1.55032e+11_50420306404_1.24861e+11_19007770915_80591407428_46635544744_97794595204","39223632970_28221634863_11001998107_4066896662_1130926052_2935970610_3265768854_76","-6975097689_7484568107_-2033386371"
"492","026960","1.45139e+12_1.30691e+12_1.44479e+11_7.18734e+11_17610116145_7.32658e+11_55189169554_1.18742e+12","1.13486e+11_95265477933_18220432017_32519536713_7018957643_25500579070_24204479588_253","99259003381_-23674654851_-85230073642"
"493","027040","77611953506_39342220879_38269732627_38823601891_3317930124_38788351615_33928707303_-34625361879","18070190499_16244806402_1825384097_144451134_-41809613_186260747_444350852_3","-4644698343_-2313344784_3833223436"
"494","027050","1.19076e+11_78950325935_40126065037_36955229265_7514680778_82121161707_21956318923_26131751240","25767970545_13631519375_12136451170_350206860_1778001166_-1427794306_-1397847113_-45","2283047086_1942212341_-4751611948"
"495","027410","1.66567e+12_1.54776e+12_1.17912e+11_3.19043e+11_31026410316_1.34662e+12_64624130333_6.74521e+11","62839598482_27621605552_35217992930_10398396755_1840939838_8557456917_1668612799_112","11681487128_13175785653_-6356809072"
"496","027580","1.11438e+11_36636972815_74800925692_70179975422_10638293863_41257923085_70665035899_-56127097540","33022317118_28656026797_4366290321_-841861082_276860308_-1118721390_-1039776152_-33","151390858_-1266131012_-6444902739"
"497","027710","6.98425e+11_1.88248e+11_5.10176e+11_4.72791e+11_53950359527_2.25634e+11_4.57151e+11_84622227903","2.42139e+11_2.07549e+11_34590241144_3608110197_-468917432_4002899402_3310332334_45","-26377534399_41347433474_18624639232"
"498","027740","2.04246e+11_98144978653_1.06101e+11_49581644495_7808465619_1.54664e+11_68458467774_-44943938900","59299247145_59084897827_214349318_-6036159082_10434213_-6046593295_-6046593295_-39","38633877_-15957817057_21377271771"
"499","028040","58579570821_16911146333_41668424488_14570596505_336094707_20986437011_34301731956_-93079993757","4363335428_4174342767_188992661_-1527344011_NA_-1536542986_-1536542986_-29","5043683609_-9763754586_4666721673"
"500","028050","4.42902e+12_1.27177e+12_3.15725e+12_2.77553e+12_5.69836e+11_1.65349e+12_2.8114e+12_4.78428e+11","NA_NA_NA_NA_NA_70868028895_70139287603_NA","6.13217e+11_-64048621948_-3.6149e+11"
"501","028100","3.3089e+11_1.91089e+11_1.39801e+11_2.24563e+11_78533912116_1.06328e+11_1.38138e+11_1.39408e+11","89897840127_81375187300_8522652827_5649962144_1240096605_4409865539_6240806109_390","6600073693_-51274670503_40292152141"
"502","028150","1.41683e+12_1.12491e+12_2.91915e+11_6.72604e+11_3.01632e+11_7.44225e+11_2.81541e+11_1.08248e+12","NA_NA_NA_NA_NA_21527344611_23669607745_NA","38740134941_1.20628e+11_-51670869845"
"503","028260","4.33479e+13_2.48278e+13_1.85201e+13_1.17023e+13_2.03857e+12_3.16115e+13_1.0819e+13_7.3247e+12","7.73462e+12_6.79518e+12_9.39437e+11_3.90687e+11_1.25728e+11_2.64959e+11_1.66697e+11_1499","-25915790967_4.09798e+11_-1.33535e+12"
"504","028300","3.30153e+11_1.85173e+11_1.4498e+11_80681590695_52053896684_2.49471e+11_61624794111_-21289826509","9148191228_7801449555_1346741673_15531535810_5507174_15537042984_21079093006_521","-28937835481_-17203779195_69711653784"
"505","028670","4.52741e+12_2.98028e+12_1.54713e+12_7.19345e+11_2.60917e+11_3.80806e+12_7.43012e+11_2.07919e+11","6.82183e+11_6.01245e+11_8.0938e+10_5.5045e+10_2.6e+08_5.4785e+10_1.62498e+11_102","2.94396e+11_-1.48453e+11_-1.07229e+11"
"506","029460","6.08699e+11_4.71471e+11_1.37228e+11_2.91355e+11_1.19141e+11_3.17345e+11_77367286936_4.12399e+11","1.25792e+11_1.02834e+11_22957274713_14888291784_2574910103_12313381681_9269250980_799","18815389115_38158243138_-4631134312"
"507","029480","33484381119_15069539635_18414841484_20262892685_3881119845_13221488434_14443250721_-11285352661","9532899787_5460722866_4072176921_-3159785758_NA_-3159785758_-3208407785_-72","-2945722532_-2281456189_6886886656"
"508","029530","9.50263e+11_8.74845e+11_75417702086_7.73949e+11_1.39992e+11_1.76314e+11_56159130672_7.20063e+11","1.0117e+11_83054757317_18115007372_5512854437_1201210374_4311644063_4876132428_439","38335338782_-39388645497_-16969341035"
"509","030000","2.32505e+12_9.31804e+11_1.39324e+12_1.81073e+12_4.06818e+11_5.14312e+11_1.16913e+12_1.16616e+12","8.42875e+11_5.58631e+11_2.84244e+11_53934228030_18330702878_35603525152_40068581637_344","1.41447e+11_22997961845_-1.25542e+11"
"510","030190","3.05136e+11_2.19846e+11_85290163855_1.6315e+11_71317619653_1.41986e+11_70267518320_1.50169e+11","1.01063e+11_NA_NA_12235930010_2931289143_9304640867_9356292446_156","36889834203_-24212075760_-13281765428"
"511","030200","3.36613e+13_1.52311e+13_1.84301e+13_1.17167e+13_2.12839e+12_2.19446e+13_9.97378e+12_1.16274e+13","NA_NA_NA_NA_NA_2.13282e+11_2.2646e+11_NA","3.20973e+12_-2.72613e+12_-1.06059e+12"
"512","030270","46379593047_19500605712_26878987335_22036177385_194750942_23822614299_18712732474_-1.72283e+11","1142040678_883546788_258493890_-4616459934_0_-4562043571_-4562363521_-590","-4835706525_2923332467_-2990518256"
"513","030520","6.42296e+11_3.27862e+11_3.14434e+11_2.31551e+11_49183153127_4.10744e+11_80374880782_1.35338e+11","63832274576_31154441152_32677833424_-727995251_3479696489_-4207691740_-3597121611_-36","18915168675_-26478557014_-13225606668"
"514","030530","1.27977e+12_9.62131e+11_3.17644e+11_2.37511e+11_84608973785_1.04226e+12_2.02642e+11_3.70787e+11","1.23947e+11_84106631132_39840334102_46570430633_11179672903_35390757730_NA_NA","85985006016_21901634098_-61231322389"
"515","030720","1.10641e+11_53357695693_57283299853_78654417276_23926373147_31986578270_34641352345_14162827281","45450487435_38376619664_7073867771_3134318392_1493969895_1640348497_1603582746_369","17555204852_958286332_-6004804625"
"516","030790","1.29471e+11_41559252575_87911353668_26582189245_9910522964_1.02888e+11_79839558409_-87288763928","NA_NA_NA_NA_NA_-9772790375_-20054547439_NA","-13542590980_-41629179349_-10840641114"
"517","031310","1.37699e+11_1.08368e+11_29330766836_97306930277_41367425264_40392183074_14289997983_67237176697","33671928569_27772457070_5899471499_-1358267680_44083612_-1402351292_-1396442889_-97","-2044190081_7398428310_-3134717456"
"518","031330","3.41945e+11_2.31767e+11_1.10178e+11_2.29029e+11_4772842283_1.12916e+11_1.07103e+11_1.08183e+11","NA_NA_NA_NA_NA_12228192434_12050082535_NA","22533622097_-9387399904_-9704579065"
"519","031390","1.38049e+11_79972952530_58076337849_51745302076_2339253274_86303988303_52014293634_23461867513","9555605884_3970587346_5585018538_218552118_1846356_216705762_328089231_16","7567171496_-3574384266_-3519837946"
"520","031430","1.14491e+12_5.83243e+11_5.61671e+11_4.62264e+11_8551730377_6.8265e+11_3.34773e+11_4.27343e+11","NA_NA_NA_NA_NA_22000030534_22216563917_NA","36223568709_-6902705309_-33335545686"
"521","031440","7.33357e+11_3.22225e+11_4.11132e+11_2.7141e+11_25787420984_4.61947e+11_2.47232e+11_2.34414e+11","3.37372e+11_2.92207e+11_45164681053_6056554879_1467109030_4589445849_5121844104_1185","7467028085_-47188131026_58702989916"
"522","031510","2.46131e+11_1.26306e+11_1.19825e+11_99203407924_15861558188_1.46928e+11_1.09044e+11_99131105234","34204820860_29106730823_5098090037_980687814_-654312609_1635000423_3327468892_66","5438150268_-5829837975_-2268650080"
"523","031860","54727357095_24746536805_29980820290_32258467678_14830128549_22468889417_29125290229_-35304645467","3597464697_3422716372_174748325_193977796_0_193977796_133729898_20","-3502578620_-5680172543_22200178941"
"524","031980","1.13568e+11_91561443551_22006790584_59729225710_27376600116_53839008425_12600514089_2.3555e+11","10443121929_7027722151_3415399778_-911332269_-274534276_-636797993_452399613_NA","-1756869211_14158252296_-14356163585"
"525","032190","2.41971e+13_2.71994e+12_2.14772e+13_2.04011e+13_4.99244e+11_3.79608e+12_1.98958e+13_3.98834e+11","9.35739e+11_7.15574e+11_2.20165e+11_1.09823e+11_33946057972_75877377913_53643083224_NA","-8.78786e+11_-1.48073e+11_9.75577e+11"
"526","032350","5.52343e+11_3.11008e+11_2.41335e+11_1.31992e+11_29247843192_4.2035e+11_2.27392e+11_-2.47096e+11","13717344384_22252152613_NA_-9506262270_-315065279_-9191196991_-9831894565_-133","-57350330587_4559532688_68893672455"
"527","032500","6.16815e+11_2.31307e+11_3.85508e+11_5.07086e+11_37696591912_1.09729e+11_3.61761e+11_74254119616","2.64995e+11_1.85618e+11_79377089006_60592985721_9495044787_51097940934_52796878237_1298","-36203820096_-14591512581_33022495377"
"528","032540","1.03807e+11_76774395444_27032230106_31626091120_6536883455_72180534430_7665726725_61913812828","18520848610_13451959089_5068889521_731720697_-23184808_754905505_753342886_54","-5172623908_-9035801239_5179759371"
"529","032560","4.47108e+11_3.02122e+11_1.44986e+11_2.27479e+11_58012758418_2.19629e+11_97288893464_2.3879e+11","57646553655_46788467419_10858086236_27496491365_6830930413_20665560952_20713855365_1186","14584826682_9209070531_-2422574800"
